"Status","Comment"
"Not SATD","// just ensures that the audio will be initially disabled if it"
"Not SATD","// just ensures that the video will be initially disabled if it"
"Not SATD","// local stream will be active at the same time."
"Not SATD","// no audio track and thus disabling the audio will not trigger the"
"Not SATD","// no video track and thus disabling the video will not trigger the"
"Not SATD","// Only a single local stream is assumed to be active at the same time."
"Not SATD","// Peer. As it is not well supported and there is also no need to"
"Not SATD","// possible to control them individually. Also all local streams"
"Not SATD","// receive the message."
"Not SATD","// Set state locally too, as even when sending to all the sender will not"
"Not SATD","// stream is then added it will not be automatically added to the"
"Not SATD","// time (if the local media is started again before stopping it"
"Not SATD","// use several local streams for now it is assumed that only one"
"Not SATD","// Block by default if not shown after creation."
"Not SATD","// is done."
"Not SATD","// Keep track of the blocked state here, as the Peer object may not block"
"Not SATD","// the attribute will not be updated right away but once the renegotiation"
"Not SATD","// the video if some features are missing, and even if the video is blocked"
"Not SATD","// QUALITY.HIGH otherwise"
"Not SATD","// QUALITY.HIGH otherwise"
"Not SATD","// Event implementations do not support advanced parameters like ""options"""
"Not SATD","// or ""useCapture""."
"Not SATD","// Event implementations do not support advanced parameters like ""options"""
"Not SATD","// or ""useCapture""."
"Not SATD","// ""known"" crash in chrome 34 and 35 on linux"
"Not SATD","// cache for constraints and callback"
"Not SATD","// check that the extension is installed by looking for a"
"Not SATD","// chrome 26 - chrome 33 way to do it -- requires bad chrome://flags"
"Not SATD","// chrome 34+ way requiring an extension"
"Not SATD","// Chrome 71 dropped support for ""window.chrome.webstore;""."
"Not SATD","// Disable default audio optimizations, as they are meant to be used"
"Not SATD","// getScreenMedia helper by @HenrikJoreteg"
"Not SATD","// note: this is basically in maintenance mode and will go away soon"
"Not SATD","// script does that"
"Not SATD","// sessionStorage variable that contains the extension id"
"Not SATD","// this has to be set after installation unless the contest"
"Not SATD","// user canceled"
"Not SATD","// user canceled"
"Not SATD","// window.cefGetScreenMedia is experimental - may be removed without notice"
"Not SATD","// with a microphone input."
"Not SATD","// workaround for https://bugzilla.mozilla.org/show_bug.cgi?id=1045810"
"Not SATD","// ""localStreamChanged"" is expected to be emitted also when the tracks"
"Not SATD","// ""localStreamChanged"" only needs to be relayed on ""trackReplaced""."
"Not SATD","// ""streamSet"" is always emitted along with ""trackReplaced"", so the"
"Not SATD","// Audio controls"
"Not SATD","// being initialized yet."
"Not SATD","// changes, so it needs to be explicitly notified."
"Not SATD","// check if all audio streams are enabled"
"Not SATD","// check if all video streams are enabled"
"Not SATD","// Combined controls"
"Not SATD","// devices). It is just a special case in which starting succeeds with a"
"Not SATD","// enable the callback"
"Not SATD","// fallback for old .localScreen behaviour"
"Not SATD","// Handlers need to be removed before stopping the stream to prevent"
"Not SATD","// If local media is started with neither audio nor video the local media"
"Not SATD","// If no audioTracks were found, that means there is no microphone device."
"Not SATD","// If no videoTracks were found, that means there is no camera device."
"Not SATD","// In that case, isAudioEnabled should return false."
"Not SATD","// In that case, isVideoEnabled should return false."
"Not SATD","// Internal methods for enabling/disabling audio/video"
"Not SATD","// MediaStreamTrack does not emit an event when the enabled property"
"Not SATD","// null stream."
"Not SATD","// of the stream change, even if the stream itself is the same."
"Not SATD","// Only mediaDevicesManager is used, but it can not be assigned here due to not"
"Not SATD","// relaying no longer needed events."
"Not SATD","// Video controls"
"Not SATD","// will not be active (it will not react to changes in the selected media"
"Not SATD","// ""connectionState"" actually does change to ""failed"", so the normal"
"Not SATD","// ""failed"" (it stays as ""disconnected""). When that happens"
"Not SATD","// (based on https://gist.github.com/ggarber/a19b4c33510028b9c657)"
"Not SATD","// A null track can match on audio and video senders, so it needs to be"
"Not SATD","// a regular object has to be sent instead."
"Not SATD","// a regular object has to be sent instead."
"Not SATD","// a) create a datachannel a priori"
"Not SATD","// Add attributes to the SDP"
"Not SATD","// Add the same info for the retransmission SSRC"
"Not SATD","// affect any other sender."
"Not SATD","// and, besides that, the browser starts to decode the video faster once"
"Not SATD","// Append at the end"
"Not SATD","// automatically. We'll just leave it be for now while this stabalizes."
"Not SATD","// b) do a renegotiation later to add the SCTP m-line"
"Not SATD","// be interrupted during the connection change."
"Not SATD","// Besides that the remote video is not blocked either if the signaling"
"Not SATD","// call emitter constructor"
"Not SATD","// camera but the video is disabled or because the camera was removed during"
"Not SATD","// can not be replaced."
"Not SATD","// changes."
"Not SATD","// Check if there are messages that could not be send"
"Not SATD","// connection would need to be established and due to this the audio would"
"Not SATD","// Couldn't find a FID attribute, let's just take the first video SSRC we find"
"Not SATD","// currently, in chrome only the initiator goes to failed"
"Not SATD","// Do not replace the tracks when the connection has not started"
"Not SATD","// enabled again."
"Not SATD","// enabled."
"Not SATD","// Ensure that initially disabled tracks are stopped after"
"Not SATD","// ensured that the sender kind and the new track kind are compatible."
"Not SATD","// establishing a connection."
"Not SATD","// Fetch or create a data channel by the given name"
"Not SATD","// For compatibility with older browsers ""finally"" should not be used on"
"Not SATD","// Generate a couple of SSRCs (for retransmissions too)"
"Not SATD","// handle screensharing/broadcast mode"
"Not SATD","// handling of ""iceConnectionState === failed"" is triggered here."
"Not SATD","// Helper method to munge an SDP to enable simulcasting (Chrome only)"
"Not SATD","// However, in some cases it may not be possible to know the sender"
"Not SATD","// If the call started when the audio or video device was not active there"
"Not SATD","// If the HPB is not used or if it is used and this is a sender peer the"
"Not SATD","// If the HPB is used the remote video can be blocked through a standard"
"Not SATD","// If the track is added instead of replaced a renegotiation will be"
"Not SATD","// if tried later again once connected."
"Not SATD","// if we don't have one by this label, create it"
"Not SATD","// In general, the transceiver kind can be got from the receiver track, as"
"Not SATD","// instead of replaced."
"Not SATD","// Internal method registering handlers for a data channel and emitting events on the peer"
"Not SATD","// is used to be on the safe side."
"Not SATD","// it will always be there, even if the transceiver is inactive or the"
"Not SATD","// its own attributes to JSON, so if extra attributes are needed"
"Not SATD","// its own attributes to JSON, so if extra attributes are needed"
"Not SATD","// Just fire negotiation needed events for now"
"Not SATD","// key (datachannel label) -> value (array[pending messages])"
"Not SATD","// kind. In those cases just go ahead and try to replace the track; if"
"Not SATD","// Let's do (a) first..."
"Not SATD","// Let's munge the SDP to add the attributes for enabling simulcasting"
"Not SATD","// mobile clients."
"Not SATD","// needed, so stop replacing tracks."
"Not SATD","// New non-video m-line: do we have what we were looking for?"
"Not SATD","// New non-video m-line: do we have what we were looking for?"
"Not SATD","// New video m-line: make sure it's the first one"
"Not SATD","// New video m-line: make sure it's the first one"
"Not SATD","// not need to be replaced, but the null track needs to be set as"
"Not SATD","// Note that there will be a video transceiver even if the remote"
"Not SATD","// Note: should we check if there are conflicts, here?"
"Not SATD","// Nothing to replace now, it will be done once the track is"
"Not SATD","// one is preferred, as it requires less signaling messages to be exchanged"
"Not SATD","// participant is sending a null video track (either because there is a"
"Not SATD","// Promises."
"Not SATD","// proxy events to parent"
"Not SATD","// remote sender never had a track."
"Not SATD","// remote video can not be blocked."
"Not SATD","// Replace with a null track to stop the sender."
"Not SATD","// Retain legacy data structure for compatibility with"
"Not SATD","// returns true when message was sent and false if channel is not open"
"Not SATD","// Save reference to trackDisabled to be able to restore it if the track"
"Not SATD","// send via data channel"
"Not SATD","// send via signalling channel"
"Not SATD","// server does not support updating the subscribers; in that case a new"
"Not SATD","// should not prevent replacing the track with a proper one later, nor"
"Not SATD","// so we need to signal this to the peer"
"Not SATD","// still negotiating the offer and answer?"
"Not SATD","// Still nothing, let's just return the SDP we were asked to munge"
"Not SATD","// Taken from janus.js (MIT license)."
"Not SATD","// The ""negotiationneeded"" event is emitted if needed based on the direction"
"Not SATD","// The answer is a RTCSessionDescription that only serializes"
"Not SATD","// the call), so a renegotiation could be needed also in that case."
"Not SATD","// the disabled track."
"Not SATD","// the kind does not match then replacing the track will fail, but this"
"Not SATD","// The offer is a RTCSessionDescription that only serializes"
"Not SATD","// The old track was disabled and thus already stopped, so it does"
"Not SATD","// The stream is not known, but it is only used when the"
"Not SATD","// The track should be replaced in just one sender, but an array of promises"
"Not SATD","// This SDP munging only works with Chrome (Safari STP may support it too)"
"Not SATD","// TODO What would happen if the track is replaced while the peer is"
"Not SATD","// track is added, so it can be ignored here."
"Not SATD","// Transceivers for HPB subscribers have the transceiver kind in its mid."
"Not SATD","// we can use this as the trigger for starting the offer/answer process"
"Not SATD","// WebRTC renegotiation or by toggling the video directly in Janus. The last"
"Not SATD","// well, the webrtc api requires that we either"
"Not SATD","// We're done, let's add the new attributes here"
"Not SATD","// We're done, let's add the new attributes here"
"Not SATD","// We're done, let's add the new attributes here"
"Not SATD","// We're done, let's add the new attributes here"
"Not SATD","// When browser re-negotiation handling seems to work"
"Not SATD","// will be no sender for that type. In that case the track needs to be added"
"Not SATD","// Work around Chromium bug where ""iceConnectionState"" never changes to"
"Not SATD","// yet, as Firefox can get ""stuck"" and not replace the tracks even"
"Not SATD","// ""getScreenMedia"" module."
"Not SATD","// ""nickChanged"" can be received from a participant without a Peer"
"Not SATD","// ""raisedHand"" can be received from a participant without a Peer"
"Not SATD","// appends to the config"
"Not SATD","// attach a few methods from underlying lib to simple."
"Not SATD","// attach detected support for convenience"
"Not SATD","// call WildEmitter constructor"
"Not SATD","// for output. Or we'll return the no-op."
"Not SATD","// http://www.linfo.org/rule_of_silence.html"
"Not SATD","// if ""supportScreenSharing"" is true."
"Not SATD","// if (!peer) peer = peers[0]; // fallback for old protocol versions"
"Not SATD","// instantiate our main WebRTC helper"
"Not SATD","// local ice failure"
"Not SATD","// log all events in debug mode"
"Not SATD","// log, warn, and error methods."
"Not SATD","// Note that this is a coarse check; calling ""getScreenMedia"" may fail even"
"Not SATD","// NOTE: we don't create screen peers for existing video peers here,"
"Not SATD","// Notify peers were sending to."
"Not SATD","// object if that participant is not sending audio nor video."
"Not SATD","// object if that participant is not sending audio nor video."
"Not SATD","// or we'll use your logger which should have its own logic"
"Not SATD","// Override screensharing support detection to fit the custom"
"Not SATD","// pass in a logger, you actually want to log as much as"
"Not SATD","// possible."
"Not SATD","// proxy events from WebRTC"
"Not SATD","// remote ice failure"
"Not SATD","// resets/overrides the config"
"Not SATD","// screensharing events"
"Not SATD","// sending mute/unmute to all peers"
"Not SATD","// set our config from options"
"Not SATD","// this is done by the application code in ""webrtc.js""."
"Not SATD","// using same logger from logic here"
"Not SATD","// We also allow a 'logger' option. It can be any object that implements"
"Not SATD","// we assume that if you're in debug mode and you didn't"
"Not SATD","// We log nothing by default, following ""the rule of silence"":"
"Not SATD","// call localMedia constructor"
"Not SATD","// check for support"
"Not SATD","// End peers we were receiving the screensharing stream from."
"Not SATD","// fetches all Peer objects by session id and/or type"
"Not SATD","// for output. Or we'll return the no-op."
"Not SATD","// http://www.linfo.org/rule_of_silence.html"
"Not SATD","// if you didn't pass in a logger and you explicitly turning on debug"
"Not SATD","// log events in debug mode"
"Not SATD","// log, warn, and error methods."
"Not SATD","// makes the entire PC config overridable"
"Not SATD","// only sends to anyone who has an open datachannel"
"Not SATD","// or we'll use your logger which should have its own logic"
"Not SATD","// pass in a logger, you actually want to log as much as"
"Not SATD","// possible."
"Not SATD","// removes peers"
"Not SATD","// sends message to all"
"Not SATD","// sends message to all using a datachannel"
"Not SATD","// set options"
"Not SATD","// We also allow a 'logger' option. It can be any object that implements"
"Not SATD","// we assume that if you're in debug mode and you didn't"
"Not SATD","// We log nothing by default, following ""the rule of silence"":"
"Not SATD","// we're just going to assume you're wanting log output with console"
"Not SATD","// where we'll store our peer connections"
"Not SATD","// The browser does not support the Notification API."
"Not SATD","// As ""_applyConstraints"" is asynchronous even if the current quality is"
"Not SATD","// best that can be done."
"Not SATD","// deferred, but this should not be a problem."
"Not SATD","// Frame rate could not be changed, but at least resolution"
"Not SATD","// least once."
"Not SATD","// Quality may not actually match the default constraints, but it is the"
"Not SATD","// The current quality is undefined until the constraints are applied at"
"Not SATD","// the same as the given one the call will not immediately return. Due"
"Not SATD","// times in a row with the current quality the calls will still be"
"Not SATD","// to this, even if the ""applyConstraints(quality)"" is called several"
"Not SATD","// victory."
"Not SATD","// was. Do not fail in that case and settle for this little"
"Not SATD","// ""audioOn""/""videoOn"" messages as they are only sent when"
"Not SATD","// ""channelMessage"" will not be called."
"Not SATD","// ""connectionState"" actually does change to ""failed"", so the normal"
"Not SATD","// ""End meeting for all"" was used, we don't have a user list but everyone disconnects from the call"
"Not SATD","// ""getUserMedia"" does not return neither successfully nor with an"
"Not SATD","// ""roomType"" is not really relevant without a peer, but it is"
"Not SATD","// ""userid"" string fields (when the participant is a user)."
"Not SATD","// ""usersChanged"" when a call is left."
"Not SATD","// ""video"" is used as the room type."
"Not SATD","// ""webrtc.sendToAll"" only sends the signaling message to participants"
"Not SATD","// (or another update) is already pending ignore the new update."
"Not SATD","// (undefined)."
"Not SATD","// a ""negotiationneeded"" event and thus an automatic forced"
"Not SATD","// A reconnection is not needed if a device is disabled or if there are"
"Not SATD","// a user starts publishing. Instead wait for initial data"
"Not SATD","// A video with less than 2000 bytes is an empty single frame of the MCU"
"Not SATD","// above."
"Not SATD","// actually done to also cover the (unlikely) case that the request"
"Not SATD","// actually done to also cover the (unlikely) case that the request"
"Not SATD","// added to or removed from a peer. Therefore if the HPB is used"
"Not SATD","// all the other participants), we decide who calls who by comparing"
"Not SATD","// an object with only a ""name"" string field."
"Not SATD","// and trigger events locally."
"Not SATD","// are the same and thus set from the signaling session id."
"Not SATD","// are updated only with the known values."
"Not SATD","// As an offer can not be sent again from an existing peer it must be"
"Not SATD","// As there is no Peer for the other participant the current state"
"Not SATD","// audio/video peers. Not possible right now as there is no way"
"Not SATD","// be explicitly triggered. Otherwise ""removing"" the no longer allowed"
"Not SATD","// Besides stopping the media ""leaveCall"" would end the peers, but it"
"Not SATD","// Besides the participant state it also needs to be checked whether the"
"Not SATD","// Both audio and video were explicitly disabled, no need to show an"
"Not SATD","// by SimpleWebRTC from received ""Offer"" messages. Otherwise the"
"Not SATD","// call"", a reconnection is needed to ensure that the other participants"
"Not SATD","// call; this is needed to know when the user was kicked out from the call by a"
"Not SATD","// calling UI code from here."
"Not SATD","// cases the call should be kept active from the point of view of"
"Not SATD","// Clearing the previous delayedConnectionToPeer should not be"
"Not SATD","// clears the call data, so this needs to be explicitly done here"
"Not SATD","// console.debug('Participant is registered with with video but didn\'t send a lot of data, so we assume the video is disabled for now.')"
"Not SATD","// Create a connection if the current one has failed, as it"
"Not SATD","// Create own publishing stream."
"Not SATD","// Create own publishing stream."
"Not SATD","// currently sent to all participants are related to video peers"
"Not SATD","// different device."
"Not SATD","// Disconnections are not handled with the MCU, only"
"Not SATD","// Do not return to disconnect already from the other participants"
"Not SATD","// does not stop the timers for pending connections, removes models or"
"Not SATD","// error."
"Not SATD","// error. It is not possible to detect this except by guessing when some"
"Not SATD","// example, if a new track is added during a forced reconnection the"
"Not SATD","// explicitly sent here too to participants without audio and video."
"Not SATD","// failures and force a reconnection of all streams."
"Not SATD","// failures."
"Not SATD","// FIXME emit an event and handle it as needed instead of"
"Not SATD","// FIXME: despite all of the above this is a dirty and ugly hack"
"Not SATD","// flags were just IN_CALL, so a forced reconnection needs to be"
"Not SATD","// for clients to know that screensharing is active and an offer"
"Not SATD","// For now assume the connection to the MCU is interrupted on ICE"
"Not SATD","// for which there is a Peer object. Therefore the message needs to be"
"Not SATD","// Force leaving the call in WebRTC; when pulling messages stops due"
"Not SATD","// forced reconnection) to avoid trying to leave the call twice in the"
"Not SATD","// from an existing peer it must be removed and a new"
"Not SATD","// from the current peer the remote peer will not send a new"
"Not SATD","// from the MCU should be requested."
"Not SATD","// handling of ""iceConnectionState === failed"" is triggered here."
"Not SATD","// has a track attached to it."
"Not SATD","// have been caused by tracks being added or removed."
"Not SATD","// HPB is not used it will be needed in all peers. However, in"
"Not SATD","// i.e. that are in the call and should call each other."
"Not SATD","// ICE restart."
"Not SATD","// ICE restarts will be handled by ""iceConnectionStateChange"""
"Not SATD","// If a new connection needs to be created rather than updated"
"Not SATD","// If a sender kind is no longer allowed a forced reconnection needs to"
"Not SATD","// If flags are undefined the current call flags are used."
"Not SATD","// If media is already active and a track is added ""negotiationneeded"""
"Not SATD","// If media is not active but the participant does not have publishing"
"Not SATD","// if needed, which will cause the reconnection). Only if there are no"
"Not SATD","// If no flags are provided try to enable both audio and video."
"Not SATD","// If possible update connection rather than creating a new one."
"Not SATD","// If running with MCU, the message must be sent through the"
"Not SATD","// If the connection needs to be updated but a new connection"
"Not SATD","// If the current call flags do not match the expected ones (for"
"Not SATD","// If the MCU is used and there is no sending peer there is no need"
"Not SATD","// If the media fails to start there will be no media, so no need to"
"Not SATD","// If the peer is still disconnected after 5 seconds we try"
"Not SATD","// If the remote peer is not aware that it was disconnected"
"Not SATD","// In some cases the browser may enter in a faulty state in which"
"Not SATD","// In some strange cases a Peer can be added before its"
"Not SATD","// In the newer signaling message, on the other hand, the payload is always"
"Not SATD","// in the offer/answer."
"Not SATD","// Initialize ice restart counter for peer"
"Not SATD","// instead."
"Not SATD","// is established, but forcing a reconnection should be done only"
"Not SATD","// is established. As an offer can not be sent again"
"Not SATD","// is received before the ""join call"" request ends."
"Not SATD","// is received before the ""leave call"" request ends."
"Not SATD","// leave the call (which is likely due to the messages failing to be"
"Not SATD","// left and then joined again to perform the reconnection. In those"
"Not SATD","// left from WebRTC point of view."
"Not SATD","// local participant has no streams it will be automatically marked"
"Not SATD","// Local screen added."
"Not SATD","// local user left the call already or not (either explicitly or due to a"
"Not SATD","// Look for any sender of each kind, even if the sender no longer"
"Not SATD","// Make sure required data channels exist for all peers (that have"
"Not SATD","// MCU screen offers do not include the ""broadcaster"" property,"
"Not SATD","// microphone and a camera and audio permissions are removed at the"
"Not SATD","// moderator and discard signaling events if received when not in the call."
"Not SATD","// Mostly happens in Chrome (NotFoundError): when no audio device available"
"Not SATD","// need to be explicitly disabled in the subscriber. Otherwise it"
"Not SATD","// needed here, but just in case."
"Not SATD","// needs to be stopped."
"Not SATD","// Negotiation is expected to be needed only when a new track is"
"Not SATD","// Negotiation needed will be first triggered before the connection"
"Not SATD","// nevertheless expected in the message. As the signaling messages"
"Not SATD","// New offers are periodically sent until a connection"
"Not SATD","// New offers are periodically sent until a connection is established."
"Not SATD","// new track is an async operation and it could fail), so the flags"
"Not SATD","// No media yet or already publishing."
"Not SATD","// no need to send the media state."
"Not SATD","// no other participants in the call. Even if there are other"
"Not SATD","// not currently possible to associate a Nextcloud ID with a standalone"
"Not SATD","// not disabled them). This is required for peers that get created"
"Not SATD","// not sure what else can cause this"
"Not SATD","// now."
"Not SATD","// offer in a reasonable time, the current peer calls the"
"Not SATD","// offer; thus, if the current peer does not receive a new"
"Not SATD","// on caller side"
"Not SATD","// once the connection was established."
"Not SATD","// one forced reconnection even if there are several peers."
"Not SATD","// one must be created from scratch."
"Not SATD","// Only need to notify clients here if running with MCU."
"Not SATD","// Only the media state needs to be sent, the nick was already sent"
"Not SATD","// other one has no streams there will be no Peer for that other"
"Not SATD","// Otherwise SimpleWebRTC will notify each client on its own."
"Not SATD","// Otherwise, try to enable only that allowed by the flags."
"Not SATD","// Own session is no longer in the call, disconnect from all others."
"Not SATD","// participant is found in the list of participants."
"Not SATD","// participant, so a null Peer needs to be explicitly set now."
"Not SATD","// participants a reconnection is not needed if there are already sender"
"Not SATD","// peer (for example, to block the received video) there is no need"
"Not SATD","// peer, so it needs to be explicitly added."
"Not SATD","// peer."
"Not SATD","// peerconnection streams."
"Not SATD","// peers (as ""negotiationneeded"" will be automatically triggered by them"
"Not SATD","// permissions there is no need to start the media nor reconnect."
"Not SATD","// permissions."
"Not SATD","// point it is not possible to know if that will happen (getting the"
"Not SATD","// publishing peer and will be distributed by the MCU to subscribers."
"Not SATD","// received) no event will be triggered and the call will not be"
"Not SATD","// reconnect. A reconnection will happen once the user selects a"
"Not SATD","// reconnection is forced to start sending it."
"Not SATD","// reconnection."
"Not SATD","// reconnection."
"Not SATD","// Reconnects with a new session id will trigger ""usersChanged"""
"Not SATD","// reestablish the connection."
"Not SATD","// remote peer instead of waiting to be called to"
"Not SATD","// removed and a new one must be created from scratch."
"Not SATD","// renegotiations, as after a negotiation the data channels will"
"Not SATD","// Reset ice restart counter for peer"
"Not SATD","// Running with MCU, no need to create screensharing"
"Not SATD","// runs signaling.leaveCurrentCall(), but if the signaling fails to"
"Not SATD","// safer."
"Not SATD","// same time that video permissions are added). However, at this"
"Not SATD","// Send shared screen to new participants"
"Not SATD","// Send the audio on and off events via data channel"
"Not SATD","// Send the current information about the state."
"Not SATD","// Send the nick changed event via data channel and signaling"
"Not SATD","// sender peers or there are, but the previous call flags were just ""in"
"Not SATD","// server is used the Nextcloud session id and the signaling session id"
"Not SATD","// sessions of the other participants as ""disconnected"" to"
"Not SATD","// signaling ID for guests."
"Not SATD","// Special variable to know when the local user explicitly joined and left the"
"Not SATD","// still not be opened, which will trigger a negotiation again."
"Not SATD","// stopped, as the current own session is not passed along with the"
"Not SATD","// store."
"Not SATD","// subscriber for client itself."
"Not SATD","// takes too long to return and the associated signaling message"
"Not SATD","// takes too long to return and the associated signaling message"
"Not SATD","// that case as soon as the forced reconnection is triggered all"
"Not SATD","// that new track would not be set) they need to be updated."
"Not SATD","// that should be fixed with proper renegotiation."
"Not SATD","// The delayed connection for the own peer needs to be explicitly"
"Not SATD","// The flags may be updated later if, besides removing a sender, a"
"Not SATD","// The message format is different in each case. Due to historical reasons"
"Not SATD","// the name (if the participant is a guest) or an object with ""name"" and"
"Not SATD","// the negotiation will be needed in the own peer, but if the"
"Not SATD","// The other participants may not establish a connection if the original"
"Not SATD","// The passed list are the users that are currently in the room,"
"Not SATD","// the payload of the data channel message is either a string that contains"
"Not SATD","// The peer, on the other hand, is ended by the calls below."
"Not SATD","// the peers will be cleared, so in practice there will be just"
"Not SATD","// the sender peer are handled in the ""iceFailed"" event."
"Not SATD","// the session ids of the users: ""larger"" ids call ""smaller"" ones."
"Not SATD","// The SIP bridge publisher does not have data channels, so they"
"Not SATD","// The user needs to be set as in the call before the request is"
"Not SATD","// The user needs to be set as not in the call before the request is"
"Not SATD","// then force it even if there is another one already pending."
"Not SATD","// There should be just one video peer with that id, but iterating is"
"Not SATD","// This handles ICE failures of a receiver peer; ICE failures of"
"Not SATD","// time passes and the user has not granted nor rejected the media"
"Not SATD","// to ""failed"" (it stays as ""disconnected""). When that happens"
"Not SATD","// To avoid overloading the user joining a room (who previously called"
"Not SATD","// to failures the room is left, and leaving the room indirectly"
"Not SATD","// to force a full reconnection, it is enough to reconnect only that"
"Not SATD","// to force a reconnection, as there will be no connection that"
"Not SATD","// TODO The participant name should be got from the participant list, but it is"
"Not SATD","// TODO(fancycode): Adjust property name of internal PHP backend to be all lowercase."
"Not SATD","// TODO(fancycode): Adjust property name of internal PHP backend to be all lowercase."
"Not SATD","// TODO(jojo): Already create peer object to avoid duplicate offers."
"Not SATD","// TODO(jojo): Already create peer object to avoid duplicate offers."
"Not SATD","// TODO(jojo): We should use ""requestOffer"" as with regular"
"Not SATD","// track is also added (for example, when there are both a"
"Not SATD","// track will just set it to null in the sender, which does not trigger"
"Not SATD","// triggered in that case."
"Not SATD","// Update the media flags if needed, as the renegotiation could"
"Not SATD","// update would fail, and once joining the call finishes the flags for"
"Not SATD","// Use null to differentiate between guest (null) and not known yet"
"Not SATD","// Valid known messages, but handled elsewhere"
"Not SATD","// WebRTC."
"Not SATD","// When enabling the local video if the video is not being sent a"
"Not SATD","// when no MCU is used and neither the local participant nor the"
"Not SATD","// When the external signaling server is used the Nextcloud session id"
"Not SATD","// When the HPB is used and the negotiation is needed for a receiver"
"Not SATD","// When the MCU is used and the other participant has no streams or"
"Not SATD","// When the MCU is used and there is a connection error the call is"
"Not SATD","// When there is no MCU this is only needed for the nick; as the"
"Not SATD","// which is expected by SimpleWebRTC in screen offers from a remote"
"Not SATD","// will be provided in its own property. When the internal signaling"
"Not SATD","// will be triggered, which in turn will automatically force a"
"Not SATD","// will not be sent once it is connected, so it needs to be sent"
"Not SATD","// will try to connect with the local one."
"Not SATD","// with audio and video not available on the other end, so there is"
"Not SATD","// With the MCU, a newly subscribed stream might not get the"
"Not SATD","// with the users in the room and that will re-establish the"
"Not SATD","// without waiting for another signaling event about changed users."
"Not SATD","// Work around Chromium bug where ""iceConnectionState"" never changes"
"Not SATD","// would require an ICE restart rather than update to recover."
"Not SATD","// would try to open them, which would cause an endless loop of"
"Not SATD","// Dashboard is not visible, so don't update the room list"
"Not SATD","// filter out breakout rooms"
"Not SATD","// FIXME unread 1-1 conversations are not sorted like unread mentions in group chats"
"Not SATD","// We don't really use rich objects in the subtitle, instead we fall back to the name of the item"
"Not SATD","// instance."
"Not SATD","// The FilesSidebarCallViewApp is the first (and only) child of the Vue"
"Not SATD","// User is now blocked by the lobby"
"Not SATD","// all entries below will be filtered out"
"Not SATD","// need to wait for re-render, otherwise the list is not rendered yet"
"Not SATD","// need to wait for re-render, otherwise the list is not rendered yet"
"Not SATD","// FIXME: should not emit on $root but on itself"
"Not SATD","// Author element is not visible for the message, so its text is"
"Not SATD","// got based on the elements that it contains."
"Not SATD","// Instead of waiting for the input to be enabled before sending a new"
"Not SATD","// Instead of waiting for the input to be enabled before sending a new"
"Not SATD","// message it is easier to wait for the working icon to not be shown."
"Not SATD","// message it is easier to wait for the working icon to not be shown."
"Not SATD","// Moreover, there could be several atwho containers, so it needs to be"
"Not SATD","// name."
"Not SATD","// name."
"Not SATD","// name."
"Not SATD","// returned as an empty string (even if the element has actual text)."
"Not SATD","// text avatar, so the avatar needs to be excluded when matching the"
"Not SATD","// text avatar, so the avatar needs to be excluded when matching the"
"Not SATD","// text avatar, so the avatar needs to be excluded when matching the"
"Not SATD","// The container is added directly in the body, not in the chat view."
"Not SATD","// User mentions have an image avatar, but guest mentions have a plain"
"Not SATD","// User mentions have an image avatar, but guest mentions have a plain"
"Not SATD","// User mentions have an image avatar, but guest mentions have a plain"
"Not SATD","//*[normalize-space() = '$user']/ancestor::span"")->"
"Not SATD","//*[normalize-space() = '$user']/ancestor::span"")->"
"Not SATD","// Clicking on the menu item copies the link to the clipboard, but it is"
"Not SATD","// forThe()->checkbox(""Enable lobby"") can not be used here; that would"
"Not SATD","// Hide menu again after checking the button."
"Not SATD","// Hide menu again after checking the button."
"Not SATD","// Hide menu again after checking the icon."
"Not SATD","// Hide menu again after checking the icon."
"Not SATD","// it is in the process of being hidden due to a previous action."
"Not SATD","// menu. Therefore, if the menu is visible, wait a little just in case"
"Not SATD","// not possible to access that value from the acceptance tests. Due to"
"Not SATD","// return the checkbox itself, but the element that the user interacts"
"Not SATD","// The room moderation menu is hidden after clicking on an action of the"
"Not SATD","// this the value of the attribute that holds the URL is used instead."
"Not SATD","// with is the label."
"Not SATD","// clicked."
"Not SATD","// clicking on the button to open it fails because it is covered by the"
"Not SATD","// clicking on the button to open it fails because it is covered by the"
"Not SATD","// clicking on the button to open it fails because it is covered by the"
"Not SATD","// current value and appends a tab key to leave/unfocus the field and"
"Not SATD","// delete keys are sent to remove the previous content like done in the"
"Not SATD","// dropdown is automatically shown, and when the dropdown is shown"
"Not SATD","// dropdown is automatically shown, and when the dropdown is shown"
"Not SATD","// dropdown is automatically shown, and when the dropdown is shown"
"Not SATD","// during the lapse between removing the conversation and getting the"
"Not SATD","// ensure that the browsers triggers the change event. However, when the"
"Not SATD","// if it was not shown, then it is explicitly shown and after that the"
"Not SATD","// if it was not shown, then it is explicitly shown and after that the"
"Not SATD","// It is assumed that the search input is empty, so no backspace or"
"Not SATD","// item is searched and clicked."
"Not SATD","// item is searched and clicked."
"Not SATD","// made to find the element."
"Not SATD","// prepends as many backspace and delete keys as needed to remove the"
"Not SATD","// prevents choosing the filtered options. Due to this it is necessary"
"Not SATD","// search field of the dropdown. Due to that first it is assumed that"
"Not SATD","// search field of the dropdown. Due to that first it is assumed that"
